src_ip,dst_ip,protocol,packet_size,timestamp
142.251.221.174,192.168.137.114,17.0,1292.0,1762230687.118944
142.251.221.174,192.168.137.114,17.0,73.0,1762230687.118944
192.168.137.114,142.251.221.174,17.0,80.0,1762230687.125981
142.251.221.174,192.168.137.114,17.0,68.0,1762230687.140426
192.168.137.1,224.0.0.251,17.0,94.0,1762230687.409578
,,,,
35.209.92.19,192.168.137.114,6.0,127.0,1762230687.458626
35.209.92.19,192.168.137.114,6.0,127.0,1762230689.307618
192.168.137.114,142.250.182.67,17.0,1292.0,1762230690.855646
192.168.137.114,142.250.182.67,17.0,1292.0,1762230690.861713
192.168.137.114,142.250.182.67,17.0,121.0,1762230690.861987
192.168.137.114,142.250.182.67,17.0,973.0,1762230690.862319
142.250.182.67,192.168.137.114,17.0,82.0,1762230690.925192
142.250.182.67,192.168.137.114,17.0,1292.0,1762230690.925192
142.250.182.67,192.168.137.114,17.0,1292.0,1762230690.937607
142.250.182.67,192.168.137.114,17.0,340.0,1762230690.937607
142.250.182.67,192.168.137.114,17.0,986.0,1762230690.937607
142.250.182.67,192.168.137.114,17.0,67.0,1762230690.937607
192.168.137.114,142.250.182.67,17.0,120.0,1762230690.938792
192.168.137.114,142.250.182.67,17.0,73.0,1762230690.939318
142.250.182.67,192.168.137.114,17.0,64.0,1762230690.940481
142.250.182.67,192.168.137.114,17.0,162.0,1762230690.956064
192.168.137.114,142.250.182.67,17.0,73.0,1762230690.956438
142.250.182.67,192.168.137.114,17.0,577.0,1762230690.985307
142.250.182.67,192.168.137.114,17.0,64.0,1762230690.985307
192.168.137.114,142.250.182.67,17.0,77.0,1762230690.986104
142.250.182.67,192.168.137.114,17.0,65.0,1762230691.024255
192.168.137.114,192.168.29.146,17.0,87.0,1762230691.384119
115.245.169.113,192.168.137.114,1.0,110.0,1762230691.434018
192.168.137.114,142.250.183.170,17.0,71.0,1762230692.020842
35.209.92.19,192.168.137.114,6.0,127.0,1762230692.041305
23.48.32.209,192.168.137.114,6.0,86.0,1762230692.041305
192.168.137.114,23.48.32.209,6.0,90.0,1762230692.041939
142.250.183.170,192.168.137.114,17.0,66.0,1762230692.076204
23.48.32.209,192.168.137.114,6.0,54.0,1762230692.169854
23.48.32.202,192.168.137.114,6.0,86.0,1762230692.413175
192.168.137.114,23.48.32.202,6.0,90.0,1762230692.415537
192.168.137.114,23.48.32.202,6.0,90.0,1762230692.801601
23.48.32.202,192.168.137.114,6.0,54.0,1762230692.823791
23.48.32.202,192.168.137.114,6.0,66.0,1762230692.964615
142.250.183.170,192.168.137.114,17.0,871.0,1762230692.987193
192.168.137.114,142.250.183.170,17.0,75.0,1762230693.020211
23.48.32.209,192.168.137.114,17.0,108.0,1762230693.034051
192.168.137.114,192.168.29.146,17.0,120.0,1762230694.42546
142.250.183.170,192.168.137.114,17.0,201.0,1762230697.296123
192.168.137.114,142.250.183.170,17.0,75.0,1762230697.327969
192.168.137.114,172.217.24.106,17.0,71.0,1762230698.876571
35.209.92.19,192.168.137.114,6.0,127.0,1762230698.896934
52.123.128.14,192.168.137.114,6.0,54.0,1762230698.896934
192.168.137.114,140.82.114.26,6.0,55.0,1762230698.922485
172.217.24.106,192.168.137.114,17.0,67.0,1762230698.933492
140.82.114.26,192.168.137.114,6.0,66.0,1762230699.162098
23.48.32.209,192.168.137.114,6.0,86.0,1762230701.293899
23.48.32.209,192.168.137.114,6.0,86.0,1762230701.293899
23.48.32.202,192.168.137.114,6.0,86.0,1762230701.293899
23.48.32.209,192.168.137.114,6.0,86.0,1762230701.293899
23.48.32.202,192.168.137.114,6.0,86.0,1762230701.293899
192.168.137.114,23.48.32.209,6.0,66.0,1762230701.294017
192.168.137.114,23.48.32.209,6.0,66.0,1762230701.294069
192.168.137.114,23.48.32.202,6.0,66.0,1762230701.29408
192.168.137.114,23.48.32.202,6.0,90.0,1762230701.305378
192.168.137.114,23.48.32.209,6.0,90.0,1762230701.3059
23.48.32.209,192.168.137.114,6.0,54.0,1762230701.432374
23.48.32.202,192.168.137.114,6.0,54.0,1762230701.453735
192.168.137.114,192.168.29.146,17.0,87.0,1762230701.511899
115.245.169.113,192.168.137.114,1.0,110.0,1762230701.520176
192.168.137.114,192.168.137.1,17.0,85.0,1762230701.598314
192.168.137.114,192.168.137.1,17.0,94.0,1762230701.641742
192.168.137.114,192.168.137.1,17.0,85.0,1762230701.760585
192.168.137.114,192.168.137.1,17.0,94.0,1762230701.806953
192.168.137.114,142.251.221.174,17.0,71.0,1762230701.859564
192.168.137.114,142.251.221.174,17.0,587.0,1762230701.875869
142.251.221.174,192.168.137.114,17.0,68.0,1762230701.876597
142.251.221.174,192.168.137.114,17.0,73.0,1762230701.891996
192.168.137.114,142.251.221.174,17.0,75.0,1762230701.900114
142.251.221.174,192.168.137.114,17.0,277.0,1762230702.133427
192.168.137.114,142.251.221.174,17.0,80.0,1762230702.140682
142.251.221.174,192.168.137.114,17.0,68.0,1762230702.19525
192.168.137.114,192.168.137.1,17.0,85.0,1762230702.771654
192.168.137.1,192.168.137.114,17.0,454.0,1762230702.79154
192.168.137.1,192.168.137.114,17.0,454.0,1762230702.79154
192.168.137.114,52.11.155.73,6.0,66.0,1762230702.793517
192.168.137.114,52.11.155.73,6.0,66.0,1762230702.794493
192.168.137.114,192.168.137.1,17.0,94.0,1762230702.818001
192.168.137.1,192.168.137.114,17.0,340.0,1762230702.83957
192.168.137.1,192.168.137.114,17.0,340.0,1762230702.83957
192.168.137.1,192.168.137.114,17.0,340.0,1762230702.83957
192.168.137.114,18.245.31.65,6.0,66.0,1762230702.84311
192.168.137.1,192.168.137.114,17.0,454.0,1762230702.948289
18.245.31.65,192.168.137.114,6.0,66.0,1762230703.012941
192.168.137.114,18.245.31.65,6.0,54.0,1762230703.013146
192.168.137.114,18.245.31.65,6.0,271.0,1762230703.014764
52.11.155.73,192.168.137.114,6.0,66.0,1762230703.035306
192.168.137.114,52.11.155.73,6.0,54.0,1762230703.035617
192.168.137.114,52.11.155.73,6.0,529.0,1762230703.041482
52.11.155.73,192.168.137.114,6.0,66.0,1762230703.044192
192.168.137.114,52.11.155.73,6.0,54.0,1762230703.044305
192.168.137.114,52.11.155.73,6.0,262.0,1762230703.048289
52.11.155.73,192.168.137.114,6.0,54.0,1762230703.062994
52.11.155.73,192.168.137.114,6.0,54.0,1762230703.071078
192.168.137.114,20.52.64.200,6.0,55.0,1762230703.082838
18.245.31.65,192.168.137.114,6.0,54.0,1762230703.095898
18.245.31.65,192.168.137.114,6.0,1494.0,1762230703.196474
18.245.31.65,192.168.137.114,6.0,1494.0,1762230703.196474
18.245.31.65,192.168.137.114,6.0,1494.0,1762230703.196474
18.245.31.65,192.168.137.114,6.0,519.0,1762230703.196474
192.168.137.114,18.245.31.65,6.0,54.0,1762230703.196749
192.168.137.114,18.245.31.65,6.0,147.0,1762230703.204826
20.52.64.200,192.168.137.114,6.0,66.0,1762230703.240883
52.11.155.73,192.168.137.114,6.0,2974.0,1762230703.297535
52.11.155.73,192.168.137.114,6.0,2974.0,1762230703.297535
52.11.155.73,192.168.137.114,6.0,1500.0,1762230703.297535
52.11.155.73,192.168.137.114,6.0,1385.0,1762230703.297535
192.168.137.114,52.11.155.73,6.0,54.0,1762230703.297933
192.168.137.114,52.11.155.73,6.0,54.0,1762230703.298022
192.168.137.114,52.11.155.73,6.0,147.0,1762230703.316454
192.168.137.114,52.11.155.73,6.0,118.0,1762230703.332503
192.168.137.114,52.11.155.73,6.0,134.0,1762230703.333157
192.168.137.114,52.11.155.73,6.0,263.0,1762230703.333262
192.168.137.114,52.11.155.73,6.0,1514.0,1762230703.333343
192.168.137.114,52.11.155.73,6.0,1514.0,1762230703.333343
192.168.137.114,52.11.155.73,6.0,446.0,1762230703.333343
18.245.31.65,192.168.137.114,6.0,54.0,1762230703.374589
18.245.31.65,192.168.137.114,6.0,258.0,1762230703.374589
18.245.31.65,192.168.137.114,6.0,123.0,1762230703.374589
192.168.137.114,18.245.31.65,6.0,54.0,1762230703.37479
192.168.137.114,18.245.31.65,6.0,141.0,1762230703.377939
192.168.137.114,18.245.31.65,6.0,1415.0,1762230703.378501
192.168.137.114,18.245.31.65,6.0,92.0,1762230703.378697
192.168.137.114,18.245.31.65,6.0,193.0,1762230703.378771
172.217.24.106,192.168.137.114,17.0,120.0,1762230703.522585
192.168.137.114,172.217.24.106,17.0,75.0,1762230703.55386
52.11.155.73,192.168.137.114,6.0,54.0,1762230703.566621
52.11.155.73,192.168.137.114,6.0,258.0,1762230703.566621
52.11.155.73,192.168.137.114,6.0,123.0,1762230703.566621
192.168.137.114,52.11.155.73,6.0,54.0,1762230703.566693
52.11.155.73,192.168.137.114,6.0,54.0,1762230703.572001
52.11.155.73,192.168.137.114,6.0,233.0,1762230703.572001
52.11.155.73,192.168.137.114,6.0,125.0,1762230703.573234
52.11.155.73,192.168.137.114,6.0,54.0,1762230703.573234
52.11.155.73,192.168.137.114,6.0,140.0,1762230703.573234
52.11.155.73,192.168.137.114,6.0,85.0,1762230703.573234
192.168.137.114,52.11.155.73,6.0,54.0,1762230703.573285
192.168.137.114,52.11.155.73,6.0,141.0,1762230703.576076
192.168.137.114,52.11.155.73,6.0,492.0,1762230703.576402
192.168.137.114,52.11.155.73,6.0,92.0,1762230703.576516
192.168.137.114,52.11.155.73,6.0,791.0,1762230703.576554
18.245.31.65,192.168.137.114,6.0,92.0,1762230703.576912
18.245.31.65,192.168.137.114,6.0,54.0,1762230703.576912
192.168.137.114,52.11.155.73,6.0,85.0,1762230703.577928
192.168.137.114,52.11.155.73,6.0,97.0,1762230703.594844
192.168.137.114,52.11.155.73,6.0,1514.0,1762230703.595262
192.168.137.114,52.11.155.73,6.0,1514.0,1762230703.595262
192.168.137.114,52.11.155.73,6.0,417.0,1762230703.595262
192.168.137.114,18.245.31.65,6.0,54.0,1762230703.616584
18.245.31.65,192.168.137.114,6.0,54.0,1762230703.623153
18.245.31.65,192.168.137.114,6.0,857.0,1762230703.772797
192.168.137.114,18.245.31.65,6.0,54.0,1762230703.773968
52.11.155.73,192.168.137.114,6.0,54.0,1762230703.851328
52.11.155.73,192.168.137.114,6.0,54.0,1762230703.851328
52.11.155.73,192.168.137.114,6.0,140.0,1762230703.853269
52.11.155.73,192.168.137.114,6.0,85.0,1762230703.853269
192.168.137.114,52.11.155.73,6.0,54.0,1762230703.853366
52.11.155.73,192.168.137.114,6.0,54.0,1762230703.863324
52.11.155.73,192.168.137.114,6.0,92.0,1762230703.863324
52.11.155.73,192.168.137.114,6.0,147.0,1762230703.864575
192.168.137.114,52.11.155.73,6.0,54.0,1762230703.864614
52.11.155.73,192.168.137.114,6.0,92.0,1762230703.865538
192.168.137.114,52.11.155.73,6.0,54.0,1762230703.87061
192.168.137.114,192.168.137.1,17.0,85.0,1762230703.884492
192.168.137.114,52.11.155.73,6.0,93.0,1762230703.88639
192.168.137.114,52.11.155.73,6.0,1514.0,1762230703.886999
192.168.137.114,52.11.155.73,6.0,1514.0,1762230703.886999
192.168.137.114,52.11.155.73,6.0,417.0,1762230703.886999
192.168.137.1,192.168.137.114,17.0,454.0,1762230703.911552
192.168.137.114,34.217.171.95,6.0,66.0,1762230703.912392
18.245.31.65,192.168.137.114,6.0,54.0,1762230703.942301
192.168.137.114,18.245.31.65,6.0,54.0,1762230703.942533
52.11.155.73,192.168.137.114,6.0,85.0,1762230704.120661
52.11.155.73,192.168.137.114,6.0,54.0,1762230704.120661
192.168.137.114,52.11.155.73,6.0,54.0,1762230704.120803
52.11.155.73,192.168.137.114,6.0,54.0,1762230704.154421
52.11.155.73,192.168.137.114,6.0,54.0,1762230704.154421
52.11.155.73,192.168.137.114,6.0,140.0,1762230704.154421
52.11.155.73,192.168.137.114,6.0,85.0,1762230704.154421
192.168.137.114,52.11.155.73,6.0,54.0,1762230704.154558
34.217.171.95,192.168.137.114,6.0,66.0,1762230704.156873
192.168.137.114,34.217.171.95,6.0,54.0,1762230704.156999
192.168.137.114,34.217.171.95,6.0,262.0,1762230704.174878
192.168.137.114,52.11.155.73,6.0,97.0,1762230704.185406
192.168.137.114,52.11.155.73,6.0,1514.0,1762230704.185525
192.168.137.114,52.11.155.73,6.0,1514.0,1762230704.185525
192.168.137.114,52.11.155.73,6.0,460.0,1762230704.185525
34.217.171.95,192.168.137.114,6.0,54.0,1762230704.292395
192.168.137.114,52.11.155.73,6.0,1514.0,1762230704.673128
34.217.171.95,192.168.137.114,6.0,2974.0,1762230704.694145
34.217.171.95,192.168.137.114,6.0,1385.0,1762230704.694145
52.11.155.73,192.168.137.114,6.0,54.0,1762230704.694145
52.11.155.73,192.168.137.114,6.0,54.0,1762230704.694145
52.11.155.73,192.168.137.114,6.0,140.0,1762230704.694145
52.11.155.73,192.168.137.114,6.0,85.0,1762230704.694145
,,,,
192.168.137.114,34.217.171.95,6.0,54.0,1762230704.694463
192.168.137.114,52.11.155.73,6.0,54.0,1762230704.694515
192.168.137.114,34.217.171.95,6.0,147.0,1762230704.71108
192.168.137.114,52.11.155.73,6.0,97.0,1762230704.727941
192.168.137.114,52.11.155.73,6.0,1514.0,1762230704.730203
192.168.137.114,52.11.155.73,6.0,1514.0,1762230704.730203
192.168.137.114,52.11.155.73,6.0,510.0,1762230704.730203
34.217.171.95,192.168.137.114,6.0,1385.0,1762230704.935822
52.11.155.73,192.168.137.114,6.0,66.0,1762230704.935822
192.168.137.114,34.217.171.95,6.0,66.0,1762230704.935896
52.11.155.73,192.168.137.114,6.0,54.0,1762230704.977914
52.11.155.73,192.168.137.114,6.0,54.0,1762230704.977914
52.11.155.73,192.168.137.114,6.0,54.0,1762230704.977914
52.11.155.73,192.168.137.114,6.0,140.0,1762230704.978318
52.11.155.73,192.168.137.114,6.0,85.0,1762230704.978318
192.168.137.114,52.11.155.73,6.0,54.0,1762230704.978384
34.217.171.95,192.168.137.114,6.0,54.0,1762230704.981078
34.217.171.95,192.168.137.114,6.0,123.0,1762230707.343471
34.217.171.95,192.168.137.114,6.0,327.0,1762230707.343471
192.168.137.114,34.217.171.95,6.0,66.0,1762230707.343543
192.168.137.114,34.217.171.95,6.0,66.0,1762230707.34365
192.168.137.114,34.217.171.95,6.0,141.0,1762230707.351604
192.168.137.114,34.217.171.95,6.0,491.0,1762230707.351964
192.168.137.114,34.217.171.95,6.0,92.0,1762230707.352053
192.168.137.114,34.217.171.95,6.0,793.0,1762230707.352095
192.168.137.114,104.208.16.95,6.0,55.0,1762230707.4834
34.217.171.95,192.168.137.114,6.0,54.0,1762230707.599955
34.217.171.95,192.168.137.114,6.0,92.0,1762230707.599955
34.217.171.95,192.168.137.114,6.0,147.0,1762230707.599955
34.217.171.95,192.168.137.114,6.0,92.0,1762230707.599955
192.168.137.114,34.217.171.95,6.0,54.0,1762230707.600141
192.168.137.114,34.217.171.95,6.0,54.0,1762230707.610976
192.168.137.114,192.168.137.1,17.0,85.0,1762230707.618167
192.168.137.1,192.168.137.114,17.0,454.0,1762230707.622207
192.168.137.114,34.217.171.95,6.0,66.0,1762230707.623172
,,,,
192.168.137.114,100.27.56.205,6.0,55.0,1762230707.703787
104.208.16.95,192.168.137.114,6.0,66.0,1762230707.743573
34.217.171.95,192.168.137.114,6.0,85.0,1762230707.854354
34.217.171.95,192.168.137.114,6.0,54.0,1762230707.854354
192.168.137.114,34.217.171.95,6.0,54.0,1762230707.854602
34.217.171.95,192.168.137.114,6.0,66.0,1762230707.869783
192.168.137.114,34.217.171.95,6.0,54.0,1762230707.869879
192.168.137.114,34.217.171.95,6.0,262.0,1762230707.876024
100.27.56.205,192.168.137.114,6.0,54.0,1762230707.93433
34.217.171.95,192.168.137.114,6.0,54.0,1762230708.113183
34.217.171.95,192.168.137.114,6.0,1514.0,1762230708.154613
34.217.171.95,192.168.137.114,6.0,1514.0,1762230708.155711
192.168.137.114,34.217.171.95,6.0,54.0,1762230708.155881
34.217.171.95,192.168.137.114,6.0,1385.0,1762230708.156305
192.168.137.114,34.217.171.95,6.0,147.0,1762230708.164529
34.217.171.95,192.168.137.114,6.0,54.0,1762230708.423117
34.217.171.95,192.168.137.114,6.0,258.0,1762230708.423117
34.217.171.95,192.168.137.114,6.0,123.0,1762230708.423117
192.168.137.114,34.217.171.95,6.0,54.0,1762230708.42326
192.168.137.114,34.217.171.95,6.0,141.0,1762230708.432104
192.168.137.114,34.217.171.95,6.0,492.0,1762230708.432461
192.168.137.114,34.217.171.95,6.0,92.0,1762230708.43255
192.168.137.114,34.217.171.95,6.0,1206.0,1762230708.432595
34.217.171.95,192.168.137.114,6.0,54.0,1762230708.689059
34.217.171.95,192.168.137.114,6.0,92.0,1762230708.689059
34.217.171.95,192.168.137.114,6.0,147.0,1762230708.689059
34.217.171.95,192.168.137.114,6.0,92.0,1762230708.689059
192.168.137.114,34.217.171.95,6.0,54.0,1762230708.689214
192.168.137.114,34.217.171.95,6.0,54.0,1762230708.73222
192.168.137.114,192.168.137.1,17.0,85.0,1762230708.738825
192.168.137.1,192.168.137.114,17.0,454.0,1762230708.744049
192.168.137.114,34.217.171.95,6.0,66.0,1762230708.744968
192.168.137.114,192.168.137.1,17.0,75.0,1762230708.875948
34.217.171.95,192.168.137.114,6.0,85.0,1762230708.981941
34.217.171.95,192.168.137.114,6.0,54.0,1762230708.981941
192.168.137.114,34.217.171.95,6.0,54.0,1762230708.982104
34.217.171.95,192.168.137.114,6.0,66.0,1762230708.995361
192.168.137.114,34.217.171.95,6.0,54.0,1762230708.99559
192.168.137.114,34.217.171.95,6.0,262.0,1762230709.000702
192.168.137.1,192.168.137.114,17.0,226.0,1762230709.03887
192.168.137.114,142.250.77.142,17.0,1292.0,1762230709.042022
192.168.137.114,142.250.77.142,17.0,1292.0,1762230709.042452
192.168.137.114,142.250.77.142,17.0,124.0,1762230709.042928
142.250.77.142,192.168.137.114,17.0,82.0,1762230709.054975
142.250.77.142,192.168.137.114,17.0,1292.0,1762230709.054975
142.250.77.142,192.168.137.114,17.0,1292.0,1762230709.076613
142.250.77.142,192.168.137.114,17.0,351.0,1762230709.076613
142.250.77.142,192.168.137.114,17.0,672.0,1762230709.076613
192.168.137.114,142.250.77.142,17.0,120.0,1762230709.077964
142.250.77.142,192.168.137.114,17.0,67.0,1762230709.078433
192.168.137.114,142.250.77.142,17.0,73.0,1762230709.078816
192.168.137.114,142.250.77.142,17.0,1288.0,1762230709.080076
192.168.137.114,142.250.77.142,17.0,1292.0,1762230709.080414
192.168.137.114,142.250.77.142,17.0,565.0,1762230709.080534
192.168.137.114,142.250.77.142,17.0,765.0,1762230709.080601
192.168.137.114,142.250.77.142,17.0,569.0,1762230709.080656
192.168.137.114,142.250.77.142,17.0,765.0,1762230709.080723
192.168.137.114,142.250.77.142,17.0,569.0,1762230709.080777
192.168.137.114,142.250.77.142,17.0,765.0,1762230709.080831
192.168.137.114,142.250.77.142,17.0,361.0,1762230709.080883
142.250.77.142,192.168.137.114,17.0,162.0,1762230709.087204
142.250.77.142,192.168.137.114,17.0,67.0,1762230709.090254
142.250.77.142,192.168.137.114,17.0,67.0,1762230709.090254
142.250.77.142,192.168.137.114,17.0,67.0,1762230709.090254
142.250.77.142,192.168.137.114,17.0,71.0,1762230709.090254
142.250.77.142,192.168.137.114,17.0,67.0,1762230709.090254
142.250.77.142,192.168.137.114,17.0,67.0,1762230709.090254
192.168.137.114,142.250.77.142,17.0,73.0,1762230709.091242
34.217.171.95,192.168.137.114,6.0,54.0,1762230709.113584
23.48.32.202,192.168.137.114,6.0,86.0,1762230709.180053
192.168.137.114,23.48.32.202,6.0,90.0,1762230709.183891
142.250.77.142,192.168.137.114,17.0,882.0,1762230709.197971
142.250.77.142,192.168.137.114,17.0,317.0,1762230709.198447
192.168.137.114,142.250.77.142,17.0,77.0,1762230709.204079
142.250.77.142,192.168.137.114,17.0,66.0,1762230709.24162
34.217.171.95,192.168.137.114,6.0,2974.0,1762230709.246881
192.168.137.114,34.217.171.95,6.0,54.0,1762230709.247081
34.217.171.95,192.168.137.114,6.0,1385.0,1762230709.252576
192.168.137.114,34.217.171.95,6.0,147.0,1762230709.258126
23.48.32.202,192.168.137.114,6.0,54.0,1762230709.339065
34.217.171.95,192.168.137.114,6.0,54.0,1762230709.505773
34.217.171.95,192.168.137.114,6.0,258.0,1762230709.505773
34.217.171.95,192.168.137.114,6.0,123.0,1762230709.505773
23.48.32.209,192.168.137.114,6.0,86.0,1762230709.505773
192.168.137.114,34.217.171.95,6.0,54.0,1762230709.505949
192.168.137.114,23.48.32.209,6.0,90.0,1762230709.514803
192.168.137.114,34.217.171.95,6.0,141.0,1762230709.516744
192.168.137.114,34.217.171.95,6.0,492.0,1762230709.517089
192.168.137.114,34.217.171.95,6.0,92.0,1762230709.517172
192.168.137.114,34.217.171.95,6.0,1161.0,1762230709.517214
192.168.137.114,23.48.32.209,6.0,90.0,1762230709.872836
34.217.171.95,192.168.137.114,6.0,54.0,1762230709.893955
34.217.171.95,192.168.137.114,6.0,92.0,1762230709.893955
34.217.171.95,192.168.137.114,6.0,147.0,1762230709.893955
34.217.171.95,192.168.137.114,6.0,92.0,1762230709.893955
192.168.137.114,34.217.171.95,6.0,54.0,1762230709.894172
192.168.137.114,34.217.171.95,6.0,54.0,1762230709.895473
23.48.32.209,192.168.137.114,6.0,66.0,1762230710.018239
34.217.171.95,192.168.137.114,6.0,85.0,1762230710.158196
34.217.171.95,192.168.137.114,6.0,54.0,1762230710.158196
192.168.137.114,34.217.171.95,6.0,54.0,1762230710.158338
35.209.92.19,192.168.137.114,6.0,127.0,1762230710.363226
142.251.221.174,192.168.137.114,17.0,187.0,1762230711.329065
192.168.137.114,142.251.221.174,17.0,75.0,1762230711.335505
192.168.137.114,142.251.221.174,17.0,497.0,1762230711.336805
142.251.221.174,192.168.137.114,17.0,73.0,1762230711.352031
192.168.137.114,142.251.221.174,17.0,75.0,1762230711.361473
142.251.221.174,192.168.137.114,17.0,153.0,1762230711.593343
192.168.137.114,192.168.29.146,17.0,87.0,1762230711.597671
192.168.137.114,142.251.221.174,17.0,80.0,1762230711.601305
115.245.169.113,192.168.137.114,1.0,110.0,1762230711.605373
142.251.221.174,192.168.137.114,17.0,68.0,1762230711.628772
192.168.137.114,142.250.183.170,17.0,71.0,1762230712.30062
142.250.183.170,192.168.137.114,17.0,66.0,1762230712.36583
192.168.137.114,142.250.77.142,17.0,1288.0,1762230712.853012
192.168.137.114,142.250.77.142,17.0,1292.0,1762230712.859074
192.168.137.114,142.250.77.142,17.0,1292.0,1762230712.859123
192.168.137.114,142.250.77.142,17.0,1165.0,1762230712.859144
192.168.137.114,142.250.77.142,17.0,1288.0,1762230712.909637
142.250.77.142,192.168.137.114,17.0,69.0,1762230712.92643
142.250.77.142,192.168.137.114,17.0,65.0,1762230712.929529
142.250.77.142,192.168.137.114,17.0,67.0,1762230712.945813
142.250.77.142,192.168.137.114,17.0,64.0,1762230712.94942
192.168.137.114,142.250.77.142,17.0,75.0,1762230712.949686
142.250.77.142,192.168.137.114,17.0,728.0,1762230713.059346
142.250.77.142,192.168.137.114,17.0,270.0,1762230713.059346
192.168.137.114,142.250.77.142,17.0,79.0,1762230713.065155
192.168.137.114,142.250.77.142,17.0,75.0,1762230713.067437
142.250.77.142,192.168.137.114,17.0,66.0,1762230713.10207
192.168.137.114,192.168.137.1,17.0,79.0,1762230713.848781
140.82.114.26,192.168.137.114,6.0,79.0,1762230713.866615
192.168.137.114,140.82.114.26,6.0,83.0,1762230713.866963
192.168.137.114,192.168.137.1,17.0,79.0,1762230714.014812
140.82.114.26,192.168.137.114,6.0,54.0,1762230714.10185
192.168.137.114,192.168.137.1,17.0,79.0,1762230715.030083
192.168.137.1,192.168.137.114,17.0,234.0,1762230715.051442
192.168.137.1,192.168.137.114,17.0,234.0,1762230715.051442
192.168.137.114,142.251.10.84,17.0,1292.0,1762230715.053544
192.168.137.114,142.251.10.84,17.0,1292.0,1762230715.053951
192.168.137.114,142.251.10.84,17.0,123.0,1762230715.057464
192.168.137.1,192.168.137.114,17.0,234.0,1762230715.074237
142.251.10.84,192.168.137.114,17.0,82.0,1762230715.149714
142.251.10.84,192.168.137.114,17.0,1292.0,1762230715.149714
142.251.10.84,192.168.137.114,17.0,1292.0,1762230715.151131
142.251.10.84,192.168.137.114,17.0,336.0,1762230715.151131
192.168.137.114,142.251.10.84,17.0,120.0,1762230715.161851
192.168.137.114,142.251.10.84,17.0,1288.0,1762230715.164322
192.168.137.114,142.251.10.84,17.0,1292.0,1762230715.165804
192.168.137.114,142.251.10.84,17.0,1254.0,1762230715.167233
192.168.137.114,142.251.10.84,17.0,80.0,1762230715.168751
192.168.137.114,142.251.10.84,17.0,150.0,1762230715.174732
142.251.10.84,192.168.137.114,17.0,994.0,1762230715.17697
142.251.10.84,192.168.137.114,17.0,67.0,1762230715.17753
142.251.10.84,192.168.137.114,17.0,162.0,1762230715.216404
142.251.10.84,192.168.137.114,17.0,67.0,1762230715.216404
142.251.10.84,192.168.137.114,17.0,67.0,1762230715.216404
142.251.10.84,192.168.137.114,17.0,67.0,1762230715.216404
142.251.10.84,192.168.137.114,17.0,67.0,1762230715.216404
192.168.137.114,142.251.10.84,17.0,73.0,1762230715.217254
142.251.10.84,192.168.137.114,17.0,72.0,1762230715.246749
142.251.10.84,192.168.137.114,17.0,1288.0,1762230715.283096
142.251.10.84,192.168.137.114,17.0,411.0,1762230715.283096
192.168.137.114,142.251.10.84,17.0,74.0,1762230715.283446
192.168.137.114,142.251.10.84,17.0,77.0,1762230715.284598
142.251.10.84,192.168.137.114,17.0,66.0,1762230715.353446
142.251.10.84,192.168.137.114,17.0,76.0,1762230715.389831
192.168.137.114,142.251.10.84,17.0,75.0,1762230715.391096
142.251.10.84,192.168.137.114,17.0,64.0,1762230715.43556
192.168.137.114,142.251.10.84,17.0,75.0,1762230715.436206
23.48.32.202,192.168.137.114,6.0,86.0,1762230717.372092
23.48.32.209,192.168.137.114,6.0,86.0,1762230717.372092
23.48.32.202,192.168.137.114,6.0,86.0,1762230717.372092
192.168.137.114,23.48.32.202,6.0,66.0,1762230717.372202
192.168.137.114,23.48.32.209,6.0,90.0,1762230717.37941
192.168.137.114,23.48.32.202,6.0,90.0,1762230717.379852
23.48.32.209,192.168.137.114,6.0,54.0,1762230717.505633
23.48.32.202,192.168.137.114,6.0,54.0,1762230717.531667
142.250.183.170,192.168.137.114,17.0,201.0,1762230717.949095
192.168.137.114,142.250.183.170,17.0,75.0,1762230717.979716
192.168.137.114,142.250.4.188,6.0,55.0,1762230718.246446
142.250.4.188,192.168.137.114,6.0,66.0,1762230718.310558
192.168.137.114,172.217.24.106,17.0,71.0,1762230718.52829
172.217.24.106,192.168.137.114,17.0,67.0,1762230718.59205
192.168.137.114,142.251.221.174,17.0,602.0,1762230719.848092
142.251.221.174,192.168.137.114,17.0,73.0,1762230719.895671
192.168.137.114,142.251.221.174,17.0,75.0,1762230719.904882
192.168.137.114,18.97.36.75,6.0,160.0,1762230720.842524
142.251.221.174,192.168.137.114,17.0,1227.0,1762230720.85866
18.97.36.75,192.168.137.114,6.0,78.0,1762230720.85866
142.251.221.174,192.168.137.114,17.0,1126.0,1762230720.85866
192.168.137.114,18.97.36.75,6.0,82.0,1762230720.859009
192.168.137.114,142.251.221.174,17.0,81.0,1762230720.91387
142.251.221.174,192.168.137.114,17.0,68.0,1762230720.928121
18.97.36.75,192.168.137.114,6.0,54.0,1762230721.079403
18.97.36.75,192.168.137.114,6.0,54.0,1762230721.081342
192.168.137.114,192.168.137.1,17.0,75.0,1762230721.873645
192.168.137.114,192.168.137.1,17.0,81.0,1762230721.874223
192.168.137.1,192.168.137.114,17.0,226.0,1762230721.87816
192.168.137.114,142.250.182.67,17.0,1292.0,1762230721.879567
